sample_id,relative_path,split,x_start,x_end,y_start,y_end,z_start,z_end,susceptibility_si,susceptibility_log10,tmi_min_nt,tmi_max_nt,peak_absolute_tmi_nt
sample_000356,samples/sample_000356.npz,train,27,39,35,46,5,7,0.0010433939105209354,-2.9815517022454943,-0.2767597179733946,2.414032567290818,2.414032567290818
sample_000357,samples/sample_000357.npz,train,38,52,13,19,2,8,0.00511400486736247,-2.291238862960513,-5.240607747324272,40.269146470929435,40.269146470929435
sample_000358,samples/sample_000358.npz,train,10,19,39,48,4,8,0.00022717785957918497,-3.643633996601539,-0.08660093395686141,0.909331207778527,0.909331207778527
sample_000359,samples/sample_000359.npz,train,30,36,21,26,14,21,0.02566160165560679,-1.5907162408494755,-0.43403587151391554,6.5830774596867005,6.5830774596867005
sample_000360,samples/sample_000360.npz,train,12,25,20,25,11,18,0.00013541135380501515,-3.8683449199334365,-0.008267418268674206,0.11241735406954374,0.11241735406954374
sample_000361,samples/sample_000361.npz,train,22,37,18,26,7,15,0.0009583537346674102,-3.018474160380095,-0.25613993791596645,3.0151224539027246,3.0151224539027246
sample_000362,samples/sample_000362.npz,train,16,24,34,49,5,12,0.0013033936450951565,-2.8849244008076855,-0.520138582806204,5.9619835629013425,5.9619835629013425
sample_000363,samples/sample_000363.npz,train,24,28,30,35,15,17,0.020485165488731825,-1.6885605232630603,-0.08283999534298694,1.223389001510601,1.223389001510601
sample_000364,samples/sample_000364.npz,train,26,36,47,55,2,6,0.0008783952307659222,-3.0563100308831292,-0.8181088782341466,6.248108472480503,6.248108472480503
sample_000365,samples/sample_000365.npz,train,41,56,52,56,5,8,0.018180569734498032,-1.7403925111761174,-3.339060848586344,30.452795305068236,30.452795305068236
sample_000366,samples/sample_000366.npz,train,23,38,48,54,5,12,0.034259508831391144,-1.4652188676794866,-11.999738684014611,126.67144285527601,126.67144285527601
sample_000367,samples/sample_000367.npz,train,29,33,45,53,7,9,0.000208118686510214,-3.681688923709915,-0.008263876722574698,0.11171604465228567,0.11171604465228567
sample_000368,samples/sample_000368.npz,train,25,30,12,24,8,10,0.00036896149240348713,-3.4330189577145136,-0.01857025608583914,0.23850582971446802,0.23850582971446802
sample_000369,samples/sample_000369.npz,train,33,45,12,27,12,18,0.00750864384110796,-2.1244384951540516,-0.88512086866011,11.403875038766683,11.403875038766683
sample_000370,samples/sample_000370.npz,train,8,18,23,37,4,11,0.0005153126578255614,-3.2879291896633607,-0.325444668100246,3.2953233479955766,3.2953233479955766
sample_000371,samples/sample_000371.npz,train,10,16,10,26,3,5,0.0003307624705223806,-3.4804837729092917,-0.12228273427216507,1.021486152451786,1.021486152451786
sample_000372,samples/sample_000372.npz,train,34,43,24,35,7,9,0.02746402979178348,-1.56123573847831,-3.0002988939933006,34.312919167563884,34.312919167563884
sample_000373,samples/sample_000373.npz,train,44,49,14,18,14,21,0.014428026640557803,-1.840793064452055,-0.1635352876831327,2.5026532154612595,2.5026532154612595
sample_000374,samples/sample_000374.npz,train,35,50,33,39,10,13,0.04288921219102959,-1.3676519310104238,-2.7409550057519514,32.23179109155406,32.23179109155406
sample_000375,samples/sample_000375.npz,train,35,41,8,24,10,17,0.005283977273852322,-2.2770390589344514,-0.5212955738101582,7.079757522203301,7.079757522203301
sample_000376,samples/sample_000376.npz,train,30,43,26,41,3,10,0.01788933379832848,-1.7474058323279325,-20.33010055168954,155.5579692353556,155.5579692353556
sample_000377,samples/sample_000377.npz,train,19,28,38,47,7,13,0.001962407487026674,-2.7072108078672192,-0.33733981579590133,4.425955898182767,4.425955898182767
sample_000378,samples/sample_000378.npz,train,14,26,13,22,8,13,0.03612598281437762,-1.4421803290089632,-5.8455119058158935,71.11783577495964,71.11783577495964
sample_000379,samples/sample_000379.npz,train,26,42,39,50,3,5,0.07064775656188227,-1.1509016247321195,-51.225758638467326,264.7365774572614,264.7365774572614
sample_000380,samples/sample_000380.npz,train,25,36,41,45,13,19,0.004628081875605296,-2.33459896652905,-0.12476415423552807,1.7715391381842416,1.7715391381842416
sample_000381,samples/sample_000381.npz,train,39,49,35,50,4,8,0.00021105111626341586,-3.6756123464910475,-0.11642758007297352,1.016068129741449,1.016068129741449
sample_000382,samples/sample_000382.npz,train,21,26,39,54,11,17,0.0037168878915248356,-2.429820537862142,-0.22467552628083792,3.109670275136376,3.109670275136376
sample_000383,samples/sample_000383.npz,train,10,19,15,27,12,15,0.0006272742630136684,-3.202542531146622,-0.03020605010209704,0.40090037302161385,0.40090037302161385
sample_000384,samples/sample_000384.npz,train,26,38,37,50,11,13,0.006005408373369725,-2.221457454827143,-0.3627263307567041,4.369570803084307,4.369570803084307
sample_000385,samples/sample_000385.npz,train,11,25,14,28,8,12,0.04624313660713564,-1.3349527160025052,-10.705578993291866,112.46517932440288,112.46517932440288
sample_000386,samples/sample_000386.npz,train,17,30,9,25,12,20,0.026263346652571927,-1.5806499339914821,-4.032038737501055,52.15084509194742,52.15084509194742
sample_000387,samples/sample_000387.npz,train,40,49,22,26,6,14,0.004030772329760139,-2.394611731423039,-0.46552605555261806,6.7621400569098675,6.7621400569098675
sample_000388,samples/sample_000388.npz,train,21,29,37,52,15,21,0.0035104791191246766,-2.4546336058726905,-0.1720422099423551,2.409393431828034,2.409393431828034
sample_000389,samples/sample_000389.npz,train,10,23,16,26,9,17,0.001988974337189833,-2.7013708203389863,-0.36152456265717714,4.670198981666012,4.670198981666012
sample_000390,samples/sample_000390.npz,train,30,44,17,25,5,12,0.03145637961629467,-1.502291262740786,-13.327803466048818,140.5537353986705,140.5537353986705
sample_000391,samples/sample_000391.npz,train,10,22,31,37,12,16,0.00014926963056413213,-3.8260285420407327,-0.006162071156533316,0.08248834271415115,0.08248834271415115
sample_000392,samples/sample_000392.npz,train,15,20,31,40,10,14,0.0919240135093426,-1.0365710221036233,-3.5809716840287353,50.999983964167505,50.999983964167505
sample_000393,samples/sample_000393.npz,train,34,42,29,44,3,11,0.03083431854244562,-1.51096564530889,-23.361796043483626,238.8881759386747,238.8881759386747
sample_000394,samples/sample_000394.npz,train,15,24,37,49,8,10,0.0013599345971383279,-2.8664819775010533,-0.11954720173290005,1.4098911249791266,1.4098911249791266
sample_000395,samples/sample_000395.npz,train,18,27,15,30,2,10,0.02961134422543812,-1.5285418770943462,-36.185260608564576,307.71999869725926,307.71999869725926
sample_000396,samples/sample_000396.npz,train,13,28,35,46,5,12,0.0055129759989099685,-2.258613898245137,-3.138297774404185,30.241786899898983,30.241786899898983
sample_000397,samples/sample_000397.npz,train,46,51,31,41,13,17,0.06756366116062436,-1.1702868247793083,-1.5818912283140096,22.76904119878406,22.76904119878406
sample_000398,samples/sample_000398.npz,train,49,55,43,56,2,7,0.008084444997598493,-2.0923497893325727,-6.378424782938539,58.5650859963994,58.5650859963994
sample_000399,samples/sample_000399.npz,train,30,43,47,56,11,16,0.0017731128207449064,-2.751263629955707,-0.1595105366248779,2.04686920914542,2.04686920914542
sample_000400,samples/sample_000400.npz,train,21,25,40,48,15,21,0.015828682650691765,-1.800555227989319,-0.22116214842046145,3.3205690545525726,3.3205690545525726
sample_000401,samples/sample_000401.npz,train,46,56,32,36,4,12,0.001370483379514251,-2.8631262269825757,-0.32955764433015644,4.382610160574718,4.382610160574718
sample_000402,samples/sample_000402.npz,train,39,44,40,49,7,11,0.0007512522451807492,-3.124214217061546,-0.06216534959995872,0.8539198849963309,0.8539198849963309
sample_000403,samples/sample_000403.npz,train,17,29,9,17,15,18,0.00011447686860258923,-3.9412822587662393,-0.002952269621623792,0.040142424130739,0.040142424130739
sample_000404,samples/sample_000404.npz,train,18,31,36,45,13,16,0.005127631957840745,-2.290083154397009,-0.22572938998000242,2.921814137598756,2.921814137598756
sample_000405,samples/sample_000405.npz,train,25,38,46,54,9,13,0.00294885006055314,-2.5303473093505007,-0.32494370085108615,3.9186208259521855,3.9186208259521855
sample_000406,samples/sample_000406.npz,train,36,41,16,32,5,10,0.00010910171894057345,-3.9621684068770584,-0.026298557646874287,0.30218467839644614,0.30218467839644614
sample_000407,samples/sample_000407.npz,train,15,29,31,36,10,12,0.0002881546212765594,-3.5403744110338122,-0.010838340570972714,0.12935358001550698,0.12935358001550698
sample_000408,samples/sample_000408.npz,train,39,55,22,28,10,18,0.024114831144241834,-1.617715774728238,-2.7136631276245344,34.650232389059184,34.650232389059184
sample_000409,samples/sample_000409.npz,train,12,20,39,54,2,10,0.00010915357418204482,-3.9619620389550683,-0.12049694077252492,1.090209640054297,1.090209640054297
sample_000410,samples/sample_000410.npz,train,35,47,17,27,8,12,0.00023858020634529112,-3.6223655901359164,-0.037530360989511666,0.4407887718496801,0.4407887718496801
sample_000411,samples/sample_000411.npz,train,25,37,9,13,2,6,0.00044750998191655096,-3.3491972731013018,-0.29401919444204744,2.319279616010712,2.319279616010712
sample_000412,samples/sample_000412.npz,train,26,36,24,33,14,16,0.00010190273381618059,-3.9918141647143233,-0.0021192558085678407,0.028856229796831622,0.028856229796831622
sample_000413,samples/sample_000413.npz,train,46,55,28,42,9,14,0.04181012000899394,-1.3787185858777353,-5.807361562560483,73.25111508467072,73.25111508467072
sample_000414,samples/sample_000414.npz,train,30,42,32,47,12,20,0.00029206791546021633,-3.5345161489624584,-0.03948924915312305,0.5242314666466034,0.5242314666466034
sample_000415,samples/sample_000415.npz,train,11,21,16,24,12,20,0.0007884958024952995,-3.1032006142665702,-0.05145801365707906,0.7444214528249806,0.7444214528249806
sample_000416,samples/sample_000416.npz,train,46,54,34,43,11,19,0.02211254945972129,-1.6553611826832375,-1.5523479711132542,22.755619821930395,22.755619821930395
sample_000417,samples/sample_000417.npz,train,29,44,29,36,11,16,0.00011028976024435086,-3.957464807376765,-0.00900642713651124,0.11235909398083894,0.11235909398083894
sample_000418,samples/sample_000418.npz,train,24,37,29,45,13,21,0.0022570505873878354,-2.6464587069491836,-0.29486670577317764,3.879309971634379,3.879309971634379
sample_000419,samples/sample_000419.npz,train,43,51,8,17,10,13,0.0006659237312930067,-3.176575508029881,-0.03415119762586562,0.4590092336159569,0.4590092336159569
sample_000420,samples/sample_000420.npz,train,23,36,28,44,8,14,0.00047338360369386683,-3.3247867885459215,-0.13743832069744572,1.5172369352065629,1.5172369352065629
sample_000421,samples/sample_000421.npz,train,33,47,18,25,5,8,0.047902974757763415,-1.3196375162145202,-13.538415209251248,122.82578022923235,122.82578022923235
sample_000422,samples/sample_000422.npz,train,14,20,30,40,2,6,0.0006883869731003575,-3.162167356770046,-0.4689923868642462,4.397822286246629,4.397822286246629
sample_000423,samples/sample_000423.npz,train,10,25,32,46,12,18,0.001577108943229931,-2.802138305523724,-0.21673546237517222,2.671623631039693,2.671623631039693
sample_000424,samples/sample_000424.npz,train,31,43,30,44,16,19,0.015847041943672428,-1.8000517925902493,-0.577172406629353,7.672322362816181,7.672322362816181
sample_000425,samples/sample_000425.npz,train,20,25,28,44,7,15,0.015188498583407163,-1.8184851549830912,-2.480785787798073,32.986049845981846,32.986049845981846
sample_000426,samples/sample_000426.npz,train,40,55,23,35,11,17,0.05385300465856254,-1.2687900607925502,-7.811288902195467,95.75335319777273,95.75335319777273
sample_000427,samples/sample_000427.npz,train,27,38,12,21,15,21,0.00017326524824099983,-3.761288534866105,-0.007331592931181305,0.1034858592831791,0.1034858592831791
sample_000428,samples/sample_000428.npz,train,32,47,11,24,10,14,0.00015710885532125798,-3.8037993355916466,-0.02356672924011579,0.2666859040327212,0.2666859040327212
sample_000429,samples/sample_000429.npz,train,28,44,19,33,4,9,0.058750180709120275,-1.2309907932119186,-50.49542052741629,359.280272400927,359.280272400927
sample_000430,samples/sample_000430.npz,train,19,27,22,28,7,13,0.0024901401502760217,-2.603776209218065,-0.2688099503274226,3.7525232745554713,3.7525232745554713
sample_000431,samples/sample_000431.npz,train,44,54,44,53,13,15,0.05079641151114752,-1.2941669671639957,-1.271236917178543,17.087310640831184,17.087310640831184
sample_000432,samples/sample_000432.npz,train,34,42,46,53,4,6,0.015118050828691571,-1.8205041988422042,-3.1372965829906447,32.535636596457685,32.535636596457685
sample_000433,samples/sample_000433.npz,train,15,31,33,43,14,16,0.006958651298631087,-2.1574749256654435,-0.24791304316093168,3.04877934210937,3.04877934210937
sample_000434,samples/sample_000434.npz,train,25,35,18,30,5,10,0.0029568334077680835,-2.529173143558145,-1.1459732738234605,12.182918425047351,12.182918425047351
sample_000435,samples/sample_000435.npz,train,19,35,44,50,7,11,0.0016947848012342603,-2.770885439390006,-0.2899533437311066,2.9707789000647358,2.9707789000647358
sample_000436,samples/sample_000436.npz,train,32,47,25,34,15,19,0.0002644738041286717,-3.5776173379417426,-0.01160929098085358,0.15222409291674843,0.15222409291674843
sample_000437,samples/sample_000437.npz,train,30,38,23,39,8,12,0.014179965342019879,-1.848324830633059,-2.14566190949122,25.477372214572338,25.477372214572338
sample_000438,samples/sample_000438.npz,train,47,55,22,37,12,16,0.009332954680703739,-2.0299808430292443,-0.5858289779543954,7.764288028945937,7.764288028945937
sample_000439,samples/sample_000439.npz,train,39,54,36,42,4,8,0.0018388945297471626,-2.7354431791155767,-0.7954469528927189,6.687315820392277,6.687315820392277
sample_000440,samples/sample_000440.npz,train,18,27,38,50,6,13,0.0012581345264507274,-2.9002729193266785,-0.36778159025957124,4.560029057913101,4.560029057913101
sample_000441,samples/sample_000441.npz,train,28,43,29,36,13,16,0.007463805857102409,-2.127039665655673,-0.2976736646664418,3.7566485645794816,3.7566485645794816
sample_000442,samples/sample_000442.npz,train,32,45,19,23,5,7,0.04614248892983567,-1.3358989833012656,-6.020198492907083,56.73135540867125,56.73135540867125
sample_000443,samples/sample_000443.npz,train,36,48,39,48,7,13,0.0023766815594381562,-2.6240290034814517,-0.5313536152538412,6.410336596341404,6.410336596341404
sample_000444,samples/sample_000444.npz,train,15,25,33,39,9,13,0.0005527346021378387,-3.257483346984823,-0.03682135043878441,0.4867024972820242,0.4867024972820242
sample_000445,samples/sample_000445.npz,train,16,20,40,47,8,14,0.00928043516824338,-2.0324316588311655,-0.4519370893927551,6.812175807378367,6.812175807378367
sample_000446,samples/sample_000446.npz,train,27,43,8,17,12,17,0.0011925117938323714,-2.9235373171339774,-0.10746854337193089,1.329592660947224,1.329592660947224
sample_000447,samples/sample_000447.npz,train,8,19,37,45,7,11,0.0019407447684318987,-2.7120315758687683,-0.3067995663847853,3.6328968482123005,3.6328968482123005
sample_000448,samples/sample_000448.npz,train,36,50,8,20,11,14,0.01166016909895939,-1.9332951512740508,-1.0374238301796999,12.30954485537854,12.30954485537854
sample_000449,samples/sample_000449.npz,train,11,19,23,33,13,18,0.09316367317624157,-1.0307533968148528,-3.9862039771784095,56.474120561392496,56.474120561392496
sample_000450,samples/sample_000450.npz,train,23,32,38,48,5,10,0.02628335875988198,-1.5803191369176033,-8.211893150246183,94.40724406939339,94.40724406939339
sample_000451,samples/sample_000451.npz,train,34,41,44,53,11,18,0.011372820863541215,-1.9441318014929836,-0.6660549701483722,9.71147828726869,9.71147828726869
sample_000452,samples/sample_000452.npz,train,18,31,35,45,10,14,0.002674671104776685,-2.5727296140772813,-0.2851684431282106,3.4823560059016705,3.4823560059016705
sample_000453,samples/sample_000453.npz,train,25,39,33,45,11,17,0.003045412665091514,-2.516353850476362,-0.4145994882467913,5.189062903691408,5.189062903691408
sample_000454,samples/sample_000454.npz,train,37,43,45,56,3,9,0.012169239924799985,-1.9147365464021195,-5.943113458977895,67.59548575766867,67.59548575766867
sample_000455,samples/sample_000455.npz,train,37,48,8,15,2,9,0.0002164222570784965,-3.664698077995596,-0.20519315458258894,1.8887927755924985,1.8887927755924985
sample_000456,samples/sample_000456.npz,train,22,35,29,42,15,20,0.00020434858097549637,-3.6896283737422158,-0.012670994166952996,0.16888262184829272,0.16888262184829272
sample_000457,samples/sample_000457.npz,train,42,51,19,34,10,13,0.00010507329897385984,-3.978507632036263,-0.009028577263509144,0.11124102343148447,0.11124102343148447
sample_000458,samples/sample_000458.npz,train,46,54,39,49,15,18,0.0008760891232597667,-3.057451711444796,-0.018747604499780413,0.2642282685972736,0.2642282685972736
sample_000459,samples/sample_000459.npz,train,19,30,13,21,16,22,0.008729433937526692,-2.059013917322965,-0.28412367989623694,4.045499208161723,4.045499208161723
sample_000460,samples/sample_000460.npz,train,35,48,23,38,11,13,0.00014869377557181492,-3.8277072109763153,-0.010743537004282067,0.12398814955863538,0.12398814955863538
sample_000461,samples/sample_000461.npz,train,18,28,44,52,8,16,0.0029077396024853185,-2.536444488551421,-0.42310421228031236,5.884854363036249,5.884854363036249
sample_000462,samples/sample_000462.npz,train,22,26,41,56,9,17,0.024651182304419837,-1.608162246529877,-1.9931353740776439,28.14346341680611,28.14346341680611
sample_000463,samples/sample_000463.npz,train,34,47,27,40,16,19,0.039074083536902275,-1.4081111993493076,-1.441314568968931,19.054770577290224,19.054770577290224
sample_000464,samples/sample_000464.npz,train,14,25,10,19,14,19,0.00011028011012515512,-3.9575028088817943,-0.004916269819399306,0.06806803820519207,0.06806803820519207
sample_000465,samples/sample_000465.npz,train,14,24,15,30,6,8,0.03983219177059297,-1.3997657958330731,-7.713827685319584,74.71008708928085,74.71008708928085
sample_000466,samples/sample_000466.npz,train,36,51,26,41,12,16,0.052256459424326676,-1.2818600187297693,-5.9385359221649585,70.35483276406833,70.35483276406833
sample_000467,samples/sample_000467.npz,train,42,54,31,39,3,8,0.013279868281433963,-1.8768062325681587,-9.475622426922394,81.43629759304667,81.43629759304667
sample_000468,samples/sample_000468.npz,train,21,26,24,36,12,20,0.019334468825066276,-1.7136677547784736,-0.9230279478465363,13.629653286465853,13.629653286465853
sample_000469,samples/sample_000469.npz,train,23,35,25,39,14,22,0.0002958062695750192,-3.5289926254270934,-0.027440898311079303,0.37657604206804557,0.37657604206804557
sample_000470,samples/sample_000470.npz,train,31,36,12,23,3,10,0.007980173206882912,-2.0979876823363472,-3.3246510382045784,41.75737526640888,41.75737526640888
sample_000471,samples/sample_000471.npz,train,37,45,30,46,5,8,0.006575876149991636,-2.18204637489041,-1.910693752366334,18.73670226883792,18.73670226883792
sample_000472,samples/sample_000472.npz,train,36,41,35,41,16,19,0.00010523721620556724,-3.977830648637942,-0.0007423299028732069,0.010932230271592788,0.010932230271592788
sample_000473,samples/sample_000473.npz,train,37,52,17,32,8,12,0.0015116538824590075,-2.8205476361797683,-0.3888827747616713,3.912385292525217,3.912385292525217
sample_000474,samples/sample_000474.npz,train,41,56,33,39,10,17,0.04610875960474855,-1.3362165608007377,-4.663361740807297,59.658678838001414,59.658678838001414
sample_000475,samples/sample_000475.npz,train,31,35,34,39,4,11,0.0024757304888383008,-2.6062966349269843,-0.30945005930666075,4.891744579113289,4.891744579113289
sample_000476,samples/sample_000476.npz,train,17,27,24,35,7,9,0.03620080875872755,-1.4412817268279108,-4.3457013651704655,48.21241582891055,48.21241582891055
sample_000477,samples/sample_000477.npz,train,10,24,39,48,6,10,0.029921043747494318,-1.5240232608787334,-8.578140700832959,85.54099401257112,85.54099401257112
sample_000478,samples/sample_000478.npz,train,36,49,26,32,11,16,0.0024765037679669428,-2.60616100690785,-0.1532293621704763,2.008855731754526,2.008855731754526
sample_000479,samples/sample_000479.npz,train,28,34,10,24,12,19,0.00010764790905646992,-3.9679944014564374,-0.006619584265283568,0.09403552757534016,0.09403552757534016
sample_000480,samples/sample_000480.npz,train,45,55,8,22,3,10,0.0006551123073123314,-3.183684241588324,-0.5780593247330441,5.262619921902168,5.262619921902168
sample_000481,samples/sample_000481.npz,train,28,36,35,45,13,15,0.00040756251883700064,-3.389805762375948,-0.00903078922042364,0.1241362117880242,0.1241362117880242
sample_000482,samples/sample_000482.npz,train,34,43,50,56,5,12,0.002999332859907015,-2.5229753344408326,-0.6729950443746764,8.985581121089595,8.985581121089595
sample_000483,samples/sample_000483.npz,train,21,31,29,43,16,21,0.00013572281570617065,-3.8673471390581025,-0.005998110212594331,0.08293151326101672,0.08293151326101672
sample_000484,samples/sample_000484.npz,train,16,23,18,28,9,16,0.0033256595103870797,-2.4781222170315855,-0.32122016474178694,4.590812286939786,4.590812286939786
sample_000485,samples/sample_000485.npz,train,34,50,37,53,10,14,0.06912860136374527,-1.1603422298404418,-12.756604136558728,136.5260514416453,136.5260514416453
sample_000486,samples/sample_000486.npz,train,18,34,27,41,12,15,0.0029390843137977285,-2.531787955100617,-0.2744509304610909,3.157629080664518,3.157629080664518
sample_000487,samples/sample_000487.npz,train,34,45,26,35,4,8,0.013258315602098211,-1.8775116472118079,-6.010803664502168,57.150035160736,57.150035160736
sample_000488,samples/sample_000488.npz,train,28,41,9,13,3,8,0.0002634007055105522,-3.5793830661284893,-0.11520544593269832,1.0563350245750542,1.0563350245750542
sample_000489,samples/sample_000489.npz,train,49,56,24,32,3,10,0.029226071504030407,-1.5342295575054825,-13.496690560181136,168.91269547070465,168.91269547070465
sample_000490,samples/sample_000490.npz,train,31,43,46,54,7,12,0.09434402017275569,-1.0252856216069088,-17.85627596960733,211.40228582236892,211.40228582236892
sample_000491,samples/sample_000491.npz,train,13,19,44,53,10,16,0.023993335767864853,-1.6199093683362147,-1.3812391997944213,20.03336593656933,20.03336593656933
sample_000492,samples/sample_000492.npz,train,37,41,34,48,5,11,0.00010536773926750558,-3.977292337915945,-0.020171154989536713,0.25358156785984826,0.25358156785984826
sample_000493,samples/sample_000493.npz,train,28,44,8,17,15,19,0.001875678662780046,-2.7268415619776913,-0.08750681312694136,1.1294378555416291,1.1294378555416291
sample_000494,samples/sample_000494.npz,train,24,33,26,35,11,15,0.0003674067191816876,-3.434852905523824,-0.0204953676944078,0.2782662311110944,0.2782662311110944
sample_000495,samples/sample_000495.npz,train,11,15,36,49,11,18,0.014951354803972918,-1.8253194523408394,-0.6941315091451378,10.0555201657354,10.0555201657354
sample_000496,samples/sample_000496.npz,train,14,27,25,30,6,9,0.00019858810928050918,-3.702046759005091,-0.02809021271735844,0.295802795329805,0.295802795329805
sample_000497,samples/sample_000497.npz,train,27,40,22,36,8,16,0.002728106714584057,-2.5641386455080295,-0.8023765933190541,9.565032220112395,9.565032220112395
sample_000498,samples/sample_000498.npz,train,31,47,17,31,14,20,0.00029619052062522907,-3.5284288448898695,-0.031078958484169104,0.3926271916809244,0.3926271916809244
sample_000499,samples/sample_000499.npz,train,16,22,11,23,3,7,0.05957797971510889,-1.2249142277650868,-27.743451589213564,280.38529793776127,280.38529793776127
sample_000500,samples/sample_000500.npz,train,47,51,25,36,15,22,0.0004269964061706831,-3.3695757802134056,-0.008732240675382853,0.1302845135810904,0.1302845135810904
sample_000501,samples/sample_000501.npz,train,44,49,41,50,12,18,0.003937277514527113,-2.4048039733783737,-0.12767721923763087,1.8823651449150163,1.8823651449150163
sample_000502,samples/sample_000502.npz,train,30,34,19,23,7,12,0.0018308820651780243,-2.7373396295333503,-0.06480704739900216,0.9824266109468315,0.9824266109468315
sample_000503,samples/sample_000503.npz,train,37,46,48,53,13,15,0.051156115383461605,-1.2911024417457746,-0.6655550679481688,9.258201737055376,9.258201737055376
sample_000504,samples/sample_000504.npz,train,43,48,21,36,9,13,0.0001340905715355836,-3.872601758121736,-0.0098230353705236,0.1276793053624959,0.1276793053624959
sample_000505,samples/sample_000505.npz,train,30,35,24,36,16,24,0.0013275587723830242,-2.8769462431605204,-0.03392291207922695,0.5054850316876397,0.5054850316876397
sample_000506,samples/sample_000506.npz,train,14,22,23,32,8,16,0.00014002422383007488,-3.85379682599541,-0.018300264293256516,0.2624877576864588,0.2624877576864588
sample_000507,samples/sample_000507.npz,train,27,40,27,35,8,16,0.0003136802733184072,-3.5035127922947398,-0.05823749319641973,0.7502036183808474,0.7502036183808474
sample_000508,samples/sample_000508.npz,train,46,53,49,56,5,11,0.0001292117923325496,-3.8886978492569426,-0.025557846301048823,0.34848622277900543,0.34848622277900543
sample_000509,samples/sample_000509.npz,train,22,38,32,41,14,17,0.0028920014616998827,-2.5388014918726545,-0.1292668209601698,1.619741306790636,1.619741306790636
sample_000510,samples/sample_000510.npz,train,25,39,38,52,9,11,0.0002608180325233524,-3.5836623855066256,-0.02967951836693828,0.31113170906642434,0.31113170906642434
sample_000511,samples/sample_000511.npz,train,23,27,36,40,16,22,0.09658075831143681,-1.015109389024928,-0.5893340809655166,8.962956606077542,8.962956606077542
sample_000512,samples/sample_000512.npz,train,21,32,18,25,10,12,0.05275272493144738,-1.277755102056319,-2.175842757821753,27.553972859224988,27.553972859224988
sample_000513,samples/sample_000513.npz,train,17,22,33,41,14,17,0.02214074902239771,-1.6548076910096134,-0.28815529263279244,4.183795681536752,4.183795681536752
sample_000514,samples/sample_000514.npz,train,9,17,13,25,4,11,0.0010888885655627764,-2.963016562702841,-0.5157080192783086,5.942762413366827,5.942762413366827
sample_000515,samples/sample_000515.npz,train,29,44,31,46,16,20,0.0004584919360199167,-3.338668298320787,-0.027185791495812392,0.34914521329402104,0.34914521329402104
sample_000516,samples/sample_000516.npz,train,32,47,16,23,12,14,0.04491929782697323,-1.347567041196295,-1.5915511776636162,19.32686584295174,19.32686584295174
sample_000517,samples/sample_000517.npz,train,19,28,15,24,8,10,0.002993806357898408,-2.5237762936442305,-0.21183813361977277,2.6077528614797894,2.6077528614797894
sample_000518,samples/sample_000518.npz,train,27,42,8,20,14,16,0.00037683069423515334,-3.4238537295680236,-0.014828910189433393,0.1831553230189031,0.1831553230189031
sample_000519,samples/sample_000519.npz,train,11,27,20,32,14,20,0.0006767040656149872,-3.1696012142822316,-0.062145604460642746,0.7956741414640182,0.7956741414640182
sample_000520,samples/sample_000520.npz,train,14,30,25,38,16,19,0.00024890273102355523,-3.6039703381766497,-0.01117464824955227,0.14177600966627849,0.14177600966627849
sample_000521,samples/sample_000521.npz,train,8,22,28,40,4,9,0.003359667775347716,-2.4737036662014704,-2.396244130633039,19.432350528982575,19.432350528982575
sample_000522,samples/sample_000522.npz,train,36,50,42,51,16,24,0.007502975073257981,-2.1247664963813016,-0.4028598220097796,5.650652264867942,5.650652264867942
sample_000523,samples/sample_000523.npz,train,17,21,26,35,2,5,0.0004473874879358379,-3.3493161659622483,-0.18739084733971337,1.9520823818876187,1.9520823818876187
sample_000524,samples/sample_000524.npz,train,30,42,39,45,13,18,0.007685425419508189,-2.1143320875355736,-0.30184035137518006,4.146306530626867,4.146306530626867
sample_000525,samples/sample_000525.npz,train,45,53,46,55,13,19,0.000785765124564003,-3.104707250843031,-0.03385102210000443,0.4881066982676655,0.4881066982676655
sample_000526,samples/sample_000526.npz,train,43,48,52,56,3,11,0.0006718729517359226,-3.172712842387396,-0.12541396828423004,2.0879938419674926,2.0879938419674926
sample_000527,samples/sample_000527.npz,train,41,56,21,37,11,14,0.008840058013017862,-2.0535448849132996,-1.0401690544914053,11.582227440980336,11.582227440980336
sample_000528,samples/sample_000528.npz,train,20,30,41,55,6,14,0.006832849609242191,-2.165398137977008,-2.5198115039821216,30.081756732417784,30.081756732417784
sample_000529,samples/sample_000529.npz,train,41,45,9,20,5,8,0.00040889052560404675,-3.3883929523597067,-0.05119077087322638,0.6262153140989739,0.6262153140989739
sample_000530,samples/sample_000530.npz,train,34,41,42,47,14,21,0.01468527093760556,-1.8331180365009647,-0.2891491596866562,4.344000853553095,4.344000853553095
sample_000531,samples/sample_000531.npz,train,12,18,16,27,5,9,0.0024982639818784983,-2.6023616733214316,-0.5272789484597153,6.3401360445539625,6.3401360445539625
sample_000532,samples/sample_000532.npz,train,16,23,22,38,10,16,0.000300429191719317,-3.522257870647009,-0.03216456830605112,0.4235458872599541,0.4235458872599541
sample_000533,samples/sample_000533.npz,train,30,41,31,46,13,17,0.007996490354122778,-2.0971005822927715,-0.5700049294752046,7.371138864144473,7.371138864144473
sample_000534,samples/sample_000534.npz,train,26,41,40,54,9,15,0.09616951891390357,-1.0169625564979303,-23.369692723174236,263.17533529382587,263.17533529382587
