sample_id,relative_path,split,x_start,x_end,y_start,y_end,z_start,z_end,susceptibility_si,tmi_min_nt,tmi_max_nt
sample_000475,samples/sample_000475.npz,train,31,35,34,39,4,11,0.04699221104740952,-5.873718355877162,92.85094335085127
sample_000476,samples/sample_000476.npz,train,17,27,24,35,7,9,0.08543770301467894,-10.256309952560514,113.78634626533865
sample_000477,samples/sample_000477.npz,train,10,24,39,48,6,10,0.0827072323910018,-23.711548829934948,236.45094283581744
sample_000478,samples/sample_000478.npz,train,36,49,26,32,11,16,0.04699668677204095,-2.9078381375871833,38.12211463236075
sample_000479,samples/sample_000479.npz,train,28,34,10,24,12,19,0.0020561847519375643,-0.12644080047377787,1.7961743371040355
sample_000480,samples/sample_000480.npz,train,45,55,8,22,3,10,0.027938420027585318,-24.65235902215519,224.43370457139906
sample_000481,samples/sample_000481.npz,train,28,36,35,45,13,15,0.021136409841593717,-0.46834155004660233,6.43777021328699
sample_000482,samples/sample_000482.npz,train,34,43,50,56,5,12,0.04974181396345252,-11.161146792143391,149.01950726602863
sample_000483,samples/sample_000483.npz,train,21,31,29,43,16,21,0.005377544411082616,-0.23765425381026406,3.2858727503905456
sample_000484,samples/sample_000484.npz,train,16,23,18,28,9,16,0.05122196683795768,-4.947448274239908,70.70790946339658
sample_000485,samples/sample_000485.npz,train,34,50,37,53,10,14,0.09470870641526542,-17.477012269340555,187.04566282590073
sample_000486,samples/sample_000486.npz,train,18,34,27,41,12,15,0.04945099748167966,-4.6177212936502885,53.12808019538157
sample_000487,samples/sample_000487.npz,train,34,45,26,35,4,8,0.07104211564201035,-32.20772572773769,306.2273799854682
sample_000488,samples/sample_000488.npz,train,28,41,9,13,3,8,0.014880358817759853,-6.508329098112935,59.67578982172377
sample_000489,samples/sample_000489.npz,train,49,56,24,32,3,10,0.08237042460231908,-38.038916161446764,476.06158213113036
sample_000490,samples/sample_000490.npz,train,31,43,46,54,7,12,0.09916557448697201,-18.768840388908497,222.20622974263475
sample_000491,samples/sample_000491.npz,train,13,19,44,53,10,16,0.07954299084490492,-4.579100780677893,66.41485530775846
sample_000492,samples/sample_000492.npz,train,37,41,34,48,5,11,0.0017493528487738169,-0.3348887268152705,4.210051851193236
sample_000493,samples/sample_000493.npz,train,28,44,8,17,15,19,0.043014228454736195,-2.006760605073623,25.900970603190295
sample_000494,samples/sample_000494.npz,train,24,33,26,35,11,15,0.019649854117713805,-1.0961448234246782,14.882391636698793
sample_000495,samples/sample_000495.npz,train,11,15,36,49,11,18,0.07276445807275231,-3.378162209300099,48.9376692618051
sample_000496,samples/sample_000496.npz,train,14,27,25,30,6,9,0.010832456952831995,-1.5322469099389149,16.135261190646094
sample_000497,samples/sample_000497.npz,train,27,40,22,36,8,16,0.04838342469823503,-14.230282360639347,169.63743759993855
sample_000498,samples/sample_000498.npz,train,31,47,17,31,14,20,0.016561848118634304,-1.7378172920768982,21.954221001011213
sample_000499,samples/sample_000499.npz,train,16,22,11,23,3,7,0.09257783048375215,-43.11036695774395,435.6888703910508
sample_000500,samples/sample_000500.npz,train,47,51,25,36,15,22,0.021803999252957618,-0.44590016309173963,6.652804018321348
sample_000501,samples/sample_000501.npz,train,44,49,41,50,12,18,0.053641468878513676,-1.739474432839833,25.6453427040449
sample_000502,samples/sample_000502.npz,train,30,34,19,23,7,12,0.04266779222539944,-1.5102958595713056,22.894961310465675
sample_000503,samples/sample_000503.npz,train,37,46,48,53,13,15,0.09039361942238945,-1.1760457308733767,16.35938054231206
sample_000504,samples/sample_000504.npz,train,43,48,21,36,9,13,0.005204141981982715,-0.3812383716570885,4.955316624102869
sample_000505,samples/sample_000505.npz,train,30,35,24,36,16,24,0.03806077397570283,-0.9725612839438982,14.49212762997427
sample_000506,samples/sample_000506.npz,train,14,22,23,32,8,16,0.005824704742151471,-0.7612514180347862,10.918923057806309
sample_000507,samples/sample_000507.npz,train,27,40,27,35,8,16,0.017384077854273598,-3.2275066124997585,41.576087948687395
sample_000508,samples/sample_000508.npz,train,46,53,49,56,5,11,0.004672970974520894,-0.9243047513389558,12.603075693337356
sample_000509,samples/sample_000509.npz,train,22,38,32,41,14,17,0.049219550768202405,-2.200017877220558,27.566701222659262
sample_000510,samples/sample_000510.npz,train,25,39,38,52,9,11,0.014739141278281357,-1.6772253644039998,17.582427978274676
sample_000511,samples/sample_000511.npz,train,23,27,36,40,16,22,0.09950139016217738,-0.6071557443398952,9.233999467218341
sample_000512,samples/sample_000512.npz,train,21,32,18,25,10,12,0.09083408163214149,-3.7465491073910395,47.444748500186954
sample_000513,samples/sample_000513.npz,train,17,22,33,41,14,17,0.07839134619668277,-1.0202401323285597,14.813110738889671
sample_000514,samples/sample_000514.npz,train,9,17,13,25,4,11,0.03522045343080626,-16.680741328918362,192.22055677031082
sample_000515,samples/sample_000515.npz,train,29,44,31,46,16,20,0.022823946155414037,-1.353321622316696,17.38061466968715
sample_000516,samples/sample_000516.npz,train,32,47,16,23,12,14,0.08853028764052227,-3.136747274921177,38.09082272468348
sample_000517,samples/sample_000517.npz,train,19,28,15,24,8,10,0.049715382309740395,-3.5178006238503574,43.30454808210653
sample_000518,samples/sample_000518.npz,train,27,42,8,20,14,16,0.020012826924255222,-0.7875378225639136,9.727063043653692
sample_000519,samples/sample_000519.npz,train,11,27,20,32,14,20,0.028403159928686358,-2.6084246243136127,33.39666645029963
sample_000520,samples/sample_000520.npz,train,14,30,25,38,16,19,0.014068978840170557,-0.6316358358303742,8.013747400938817
sample_000521,samples/sample_000521.npz,train,8,22,28,40,4,9,0.05136777901535147,-36.63747353649737,297.11172545238827
sample_000522,samples/sample_000522.npz,train,36,50,42,51,16,24,0.06288270561941704,-3.3763828550745707,47.35832263418231
sample_000523,samples/sample_000523.npz,train,17,21,26,35,2,5,0.0224725665232458,-9.412764787760887,98.05437441525518
sample_000524,samples/sample_000524.npz,train,30,42,39,45,13,18,0.06322704111132607,-2.4832032296373603,34.11115088161719
sample_000525,samples/sample_000525.npz,train,45,53,46,55,13,19,0.030544660722179966,-1.3158741276670967,18.97393153725031
sample_000526,samples/sample_000526.npz,train,43,48,52,56,3,11,0.028300476201215934,-5.28265803089188,87.94999144532557
sample_000527,samples/sample_000527.npz,train,41,56,21,37,11,14,0.06523301879786111,-7.675670317703292,85.46818327054542
sample_000528,samples/sample_000528.npz,train,20,30,41,55,6,14,0.06154186144675874,-22.69534683663556,270.93927518729276
sample_000529,samples/sample_000529.npz,train,41,45,9,20,5,8,0.02118303257212968,-2.651995422974682,32.44178820631349
sample_000530,samples/sample_000530.npz,train,34,41,42,47,14,21,0.07250710479546817,-1.4276459906380432,21.448083780094457
sample_000531,samples/sample_000531.npz,train,12,18,16,27,5,9,0.04712206478039275,-9.945495464102379,119.58716435977907
sample_000532,samples/sample_000532.npz,train,16,23,22,38,10,16,0.016765490268648712,-1.7949479977026639,23.63603437915343
sample_000533,samples/sample_000533.npz,train,30,41,31,46,13,17,0.06379568078433853,-4.547476467317929,58.80665023878136
sample_000534,samples/sample_000534.npz,train,26,41,40,54,9,15,0.09944023563556831,-24.164493596296555,272.1259016856711
sample_000535,samples/sample_000535.npz,train,22,26,17,29,5,11,0.026150383622402178,-4.5421924406819425,59.795791094807
sample_000536,samples/sample_000536.npz,train,26,31,36,49,16,22,0.008924553652820456,-0.2093425951800986,3.046156062970402
sample_000537,samples/sample_000537.npz,train,35,48,14,23,7,12,0.040460356432654485,-9.07761977515939,102.71494891193987
sample_000538,samples/sample_000538.npz,train,26,31,33,38,8,13,0.05830326356956225,-2.4139543362382803,35.92952151498342
sample_000539,samples/sample_000539.npz,train,27,42,8,23,6,13,0.07399568083013013,-39.52785697722984,383.54971764616073
sample_000540,samples/sample_000540.npz,train,47,56,28,34,5,12,0.008811670202628524,-1.9771764417550366,26.39852916688975
sample_000541,samples/sample_000541.npz,train,37,45,10,22,16,21,0.043500097048120086,-1.3488440725963473,19.20597307464736
sample_000542,samples/sample_000542.npz,train,23,34,21,32,9,11,0.06768275468084489,-5.207565426656229,61.31684327841004
sample_000543,samples/sample_000543.npz,train,9,25,10,19,16,21,0.021306592256943098,-0.9902895954888424,13.10441695022325
sample_000544,samples/sample_000544.npz,train,13,23,37,50,9,13,0.07943517944755998,-10.196423026888304,125.24158540431483
sample_000545,samples/sample_000545.npz,train,33,38,24,33,6,9,0.03834646305951206,-3.6853009683553486,48.348957975492596
sample_000546,samples/sample_000546.npz,train,48,54,33,45,2,6,0.07624883353926766,-55.933787584269105,494.4899559778458
sample_000547,samples/sample_000547.npz,train,15,29,33,47,7,10,0.07833920200448038,-19.5048189506329,186.68903356400463
sample_000548,samples/sample_000548.npz,train,42,47,9,17,9,14,0.0010393791944574306,-0.05175380450871668,0.749829398856889
sample_000549,samples/sample_000549.npz,train,13,26,42,54,16,23,0.06004105795876547,-3.6582746352240725,50.58897998531073
sample_000550,samples/sample_000550.npz,train,8,22,32,37,16,18,0.0506900517346444,-0.589951281644753,7.90851863416806
sample_000551,samples/sample_000551.npz,train,50,56,31,38,15,21,0.06969444373163755,-1.2823296627059384,19.12901817323696
sample_000552,samples/sample_000552.npz,train,13,21,28,35,11,17,0.0718472483350152,-3.5475734056798864,51.24331526329344
sample_000553,samples/sample_000553.npz,train,26,40,45,49,6,9,0.0023607709881178513,-0.29000300937049867,2.9653011288496294
sample_000554,samples/sample_000554.npz,train,9,25,43,52,12,20,0.02078174234122775,-2.361007051190324,30.719917028049505
sample_000555,samples/sample_000555.npz,train,12,21,31,35,3,8,0.07249353999113184,-23.461090070814286,268.2091177389723
sample_000556,samples/sample_000556.npz,train,16,27,35,50,14,16,0.007641502906228345,-0.2700217098952485,3.4694927223157994
sample_000557,samples/sample_000557.npz,train,43,48,36,44,3,7,0.02042708633680823,-6.448080715038298,77.65695384735474
sample_000558,samples/sample_000558.npz,train,40,48,33,43,6,10,0.04144724886521198,-7.799707082970028,94.31533643128604
sample_000559,samples/sample_000559.npz,train,33,44,14,26,13,15,0.07593236084021097,-2.6744617120278464,34.595920776229185
sample_000560,samples/sample_000560.npz,train,27,40,10,21,10,12,0.009615840954105417,-0.6805882614594368,7.896301476788376
sample_000561,samples/sample_000561.npz,train,39,47,43,52,10,12,0.03270538020157376,-1.2459198234401152,16.52506499769492
sample_000562,samples/sample_000562.npz,train,47,51,43,56,10,13,0.053437448204145914,-1.8814972850183342,25.44483472735903
sample_000563,samples/sample_000563.npz,train,36,42,11,26,2,5,0.09993324672098686,-70.82541431291598,556.6914538104817
sample_000564,samples/sample_000564.npz,train,19,30,31,42,13,18,0.09745764847892001,-6.178152694081139,83.53110990308963
sample_000565,samples/sample_000565.npz,train,38,50,12,26,15,19,0.016514659796392515,-0.8699683672052132,11.529203006687817
sample_000566,samples/sample_000566.npz,train,26,40,25,38,14,19,0.08063550530751493,-6.281404431174502,81.42720021428475
sample_000567,samples/sample_000567.npz,train,37,51,41,46,16,20,0.05614712999078466,-1.122727869734128,15.3196882400106
sample_000568,samples/sample_000568.npz,train,15,29,17,27,2,7,0.09078558231875045,-128.39919133539945,785.0643721504072
sample_000569,samples/sample_000569.npz,train,28,35,9,14,4,7,0.03800507911933254,-6.631791554655479,79.54578392096582
sample_000570,samples/sample_000570.npz,train,28,41,34,41,14,16,0.03850881308798161,-0.8144734765678034,10.698513591586625
sample_000571,samples/sample_000571.npz,train,11,22,39,48,13,20,0.055860330248414705,-3.5391690355911325,49.794507395323095
sample_000572,samples/sample_000572.npz,train,8,18,31,40,10,13,0.0692534152844363,-4.390059920116924,56.80919495210076
sample_000573,samples/sample_000573.npz,train,35,40,32,48,16,22,0.043288467365542274,-1.215253942836213,17.329479619021598
sample_000574,samples/sample_000574.npz,train,37,45,17,27,13,16,0.09896132889600179,-3.008678642139553,41.71637024917963
sample_000575,samples/sample_000575.npz,train,41,46,40,46,3,9,0.0728997606766544,-19.763719813262103,280.7346041004151
sample_000576,samples/sample_000576.npz,train,32,44,37,48,5,11,0.06163391564626105,-28.06404740059392,291.7850553452024
sample_000577,samples/sample_000577.npz,train,17,32,19,30,16,21,0.01859738185219331,-0.978862407391238,13.01642492270957
sample_000578,samples/sample_000578.npz,train,41,56,33,40,14,17,0.09379141250507678,-3.1236587778948186,40.17931269736356
sample_000579,samples/sample_000579.npz,train,34,48,21,31,9,16,0.09842731167533604,-18.31797304725026,226.59554891597153
sample_000580,samples/sample_000580.npz,train,9,14,32,44,3,11,0.03586025955066581,-15.76787168925325,199.86990023868958
sample_000581,samples/sample_000581.npz,train,29,43,42,50,12,17,0.039693608894997304,-2.8403068826918334,36.78427948392483
sample_000582,samples/sample_000582.npz,train,25,30,47,52,5,9,0.06503232391680146,-6.234267097913976,87.52573465605447
sample_000583,samples/sample_000583.npz,train,18,33,34,46,8,15,0.07659896676441881,-21.834809697267477,248.33485171435527
sample_000584,samples/sample_000584.npz,train,13,17,16,20,10,14,0.03147294742888488,-0.46129744913703463,6.884466510527624
sample_000585,samples/sample_000585.npz,train,37,53,14,19,3,11,0.022815896616276653,-14.25504532100163,131.44838842648687
sample_000586,samples/sample_000586.npz,train,9,20,16,25,15,18,0.03976535584639856,-1.0531779575981919,14.42677724292591
sample_000587,samples/sample_000587.npz,train,41,50,45,55,10,12,0.07543723067923559,-3.51538166190447,45.21846095705464
sample_000588,samples/sample_000588.npz,train,42,52,31,46,12,15,0.05376271489105199,-3.419609341165408,43.54674915538654
sample_000589,samples/sample_000589.npz,train,26,33,33,49,9,15,0.018071000295082386,-2.3716128594491446,30.64616642716694
sample_000590,samples/sample_000590.npz,train,21,33,18,29,15,19,0.047533233072979825,-2.028236104805259,27.433078287220297
sample_000591,samples/sample_000591.npz,train,41,56,25,39,2,9,0.030542402261365658,-54.82749322030667,324.9663256702662
sample_000592,samples/sample_000592.npz,train,48,54,45,56,3,8,0.07969697010444482,-37.843337912271444,410.4961451262319
sample_000593,samples/sample_000593.npz,train,16,29,14,27,13,20,0.06623272162259934,-6.838766448429508,90.98097272476386
sample_000594,samples/sample_000594.npz,train,14,25,36,40,16,24,0.04697824874621748,-0.9080615012212755,13.35316016527587
sample_000595,samples/sample_000595.npz,train,13,25,20,29,8,14,0.0537420985512563,-9.378371832811533,117.08836445208281
sample_000596,samples/sample_000596.npz,train,26,37,18,34,15,17,0.07287979520451983,-2.294794632431287,29.703536379697976
sample_000597,samples/sample_000597.npz,train,10,14,10,16,12,18,0.027188269450230885,-0.483000182360948,7.341234136832749
sample_000598,samples/sample_000598.npz,train,37,50,26,40,14,18,0.06078458296330537,-4.057288464999015,52.23189995637915
sample_000599,samples/sample_000599.npz,train,15,26,43,54,11,18,0.08318481730961363,-8.999890894225201,121.92184517754254
sample_000600,samples/sample_000600.npz,train,20,35,38,47,8,16,0.06570309389940301,-15.389527199134628,185.85521890854852
sample_000601,samples/sample_000601.npz,train,12,22,14,22,10,18,0.054142235247523575,-5.135981554917405,73.27228626718855
sample_000602,samples/sample_000602.npz,train,36,52,46,50,13,15,0.03727715566591426,-0.6718304631821259,8.317334130952567
sample_000603,samples/sample_000603.npz,train,23,31,18,29,6,10,0.06349885530568475,-12.786486254416944,152.1019262481655
sample_000604,samples/sample_000604.npz,train,32,44,26,35,8,16,0.074685985351906,-14.30201277884088,187.0938333529278
sample_000605,samples/sample_000605.npz,train,22,38,41,54,14,19,0.03889424589208861,-3.434031547888193,43.127206020743394
sample_000606,samples/sample_000606.npz,train,34,42,37,45,4,6,0.04830265860232581,-10.965362674030644,111.26266674489143
sample_000607,samples/sample_000607.npz,train,11,23,41,56,8,12,0.04014818646777868,-8.465281682561699,92.91280834472289
sample_000608,samples/sample_000608.npz,train,20,34,41,54,2,7,0.0511798968478782,-80.86126459611347,455.0583388261291
sample_000609,samples/sample_000609.npz,train,8,17,17,24,10,12,0.009011403940658622,-0.3077531752992324,4.075093069539641
sample_000610,samples/sample_000610.npz,train,38,53,36,41,12,20,0.01973420884184085,-1.2069551637165674,16.314295673828862
sample_000611,samples/sample_000611.npz,train,21,35,37,48,12,17,0.024744578830573846,-2.354566763906689,29.870403171286128
sample_000612,samples/sample_000612.npz,train,31,46,39,52,2,8,0.09116664580985016,-156.80998971142677,893.4445328566109
sample_000613,samples/sample_000613.npz,train,27,37,30,37,7,11,0.09124685543511707,-11.811856517240512,146.77922612490187
sample_000614,samples/sample_000614.npz,train,9,15,33,48,7,13,0.008399288764952825,-1.436793496176385,18.244404852228968
sample_000615,samples/sample_000615.npz,train,24,33,17,26,3,6,0.018006155541649048,-9.275622470562002,81.69420819869843
sample_000616,samples/sample_000616.npz,train,22,38,34,42,7,14,0.07965218981001752,-21.804553259758826,242.02674093246466
sample_000617,samples/sample_000617.npz,train,33,47,18,32,6,10,0.03406390535249389,-13.129401752003082,120.43446745944354
sample_000618,samples/sample_000618.npz,train,32,38,32,47,7,14,0.08897487246986795,-16.014223603029482,208.47436199218805
sample_000619,samples/sample_000619.npz,train,11,15,8,20,6,12,0.015740301301496198,-2.0325941237639,27.527078881779907
sample_000620,samples/sample_000620.npz,train,20,36,11,17,13,17,0.041383909222616484,-1.8498794888336991,23.39749681197378
sample_000621,samples/sample_000621.npz,train,16,31,30,46,5,12,0.05758397500774092,-41.39279695140471,362.8106594395661
sample_000622,samples/sample_000622.npz,train,19,29,33,45,15,20,0.07288468388678314,-3.273517758918963,45.42913590532755
sample_000623,samples/sample_000623.npz,train,38,53,23,29,2,6,0.03145700483896493,-33.119706005740355,206.3673288437777
sample_000624,samples/sample_000624.npz,train,47,55,34,38,13,19,0.020504685083353187,-0.4057865492194572,5.997277107009763
sample_000625,samples/sample_000625.npz,train,36,43,9,14,13,21,0.03480841764592336,-0.8590432965700675,13.051934695980744
sample_000626,samples/sample_000626.npz,train,45,51,18,23,7,15,0.07433216691558699,-5.4932544499713245,85.64763662980549
sample_000627,samples/sample_000627.npz,train,21,34,12,26,11,18,0.05359924404413231,-8.307927447114375,105.57677310807152
sample_000628,samples/sample_000628.npz,train,14,19,25,36,2,9,0.07080785208245283,-45.10232278406572,518.9594755162889
sample_000629,samples/sample_000629.npz,train,20,27,8,21,9,11,0.053228091419184435,-3.036202065538177,38.004573862091476
sample_000630,samples/sample_000630.npz,train,29,33,15,19,3,10,0.014877325381055545,-2.2846615525416003,37.668518873236266
sample_000631,samples/sample_000631.npz,train,10,20,8,22,12,15,0.09089595958688933,-5.48617959563742,70.45021497607205
sample_000632,samples/sample_000632.npz,train,30,41,40,47,7,11,0.06907750021490819,-9.753107641769255,117.3899116675873
sample_000633,samples/sample_000633.npz,train,45,53,14,29,8,11,0.03318476807815151,-4.040121665391279,47.64434751205296
sample_000634,samples/sample_000634.npz,train,37,50,20,25,5,7,0.0149950904392579,-2.382976582056337,22.060600196697767
sample_000635,samples/sample_000635.npz,train,28,39,35,43,8,12,0.0659006338666964,-7.975501487965335,98.11661135237411
sample_000636,samples/sample_000636.npz,train,12,23,39,44,11,13,0.019186972602667524,-0.459319506412752,6.016541989612915
sample_000637,samples/sample_000637.npz,train,19,24,19,27,6,14,0.08983215536816369,-11.148504415857225,169.61719088661408
sample_000638,samples/sample_000638.npz,train,13,29,45,52,6,8,0.04177962691363045,-7.2542531675999,63.75808981453329
sample_000639,samples/sample_000639.npz,train,42,49,38,42,15,20,0.09193962999598732,-1.023722836067312,15.149399730430492
sample_000640,samples/sample_000640.npz,train,18,30,13,27,6,10,0.08666343491735821,-29.25338184327257,288.6902734499696
sample_000641,samples/sample_000641.npz,train,51,56,20,27,9,15,0.012147642821519485,-0.5802185240046699,8.661589365713553
sample_000642,samples/sample_000642.npz,train,49,56,28,37,7,12,0.09518685085741235,-12.046019966573287,162.35064256456232
sample_000643,samples/sample_000643.npz,train,16,24,30,41,6,14,0.05064419947898869,-12.78464765818235,170.74580887394558
sample_000644,samples/sample_000644.npz,train,18,32,12,17,3,10,0.06958419660348379,-39.77747994085852,377.6818527909295
sample_000645,samples/sample_000645.npz,train,27,40,29,43,10,15,0.015090278175608322,-2.3955962074269963,28.6098754544502
sample_000646,samples/sample_000646.npz,train,24,38,25,31,5,12,0.0012828099361444074,-0.4239378403820996,4.6595603572213475
sample_000647,samples/sample_000647.npz,train,20,29,29,40,2,5,0.03396535470942142,-30.998028759319187,212.94737069068583
sample_000648,samples/sample_000648.npz,train,34,41,25,37,9,17,0.07628305272257331,-8.96974435407875,127.32373420696257
sample_000649,samples/sample_000649.npz,train,22,32,47,55,7,9,0.05753508443670514,-5.449190515285341,62.90314967536622
sample_000650,samples/sample_000650.npz,train,36,52,13,25,7,12,0.038812053558169475,-12.986176966366454,128.26999030164313
sample_000651,samples/sample_000651.npz,train,20,25,38,50,11,13,0.06290860588684982,-1.5390126153211625,20.95575591668748
sample_000652,samples/sample_000652.npz,train,19,23,34,50,6,8,0.07699768925700552,-6.639719773530835,73.94351537756722
sample_000653,samples/sample_000653.npz,train,24,36,17,30,2,4,0.002077993939950288,-2.085341834140309,9.963073100667255
sample_000654,samples/sample_000654.npz,train,45,49,35,42,11,18,0.09486132654219788,-2.532342118947061,38.750480561086
sample_000655,samples/sample_000655.npz,train,28,37,28,39,6,14,0.01597592714947343,-4.5054925603534315,58.462726696368016
sample_000656,samples/sample_000656.npz,train,20,36,25,29,16,23,0.0018598524577218567,-0.048151944809202415,0.6602214335989939
sample_000657,samples/sample_000657.npz,train,26,42,32,46,4,7,0.0015139953281769407,-1.0440036529594403,6.547321489092765
sample_000658,samples/sample_000658.npz,train,8,13,46,53,16,24,0.09630801599570665,-1.4806949963542908,22.606756424635343
sample_000659,samples/sample_000659.npz,train,9,19,45,56,15,17,0.09487348918906524,-1.9852942062682757,27.031984864859176
sample_000660,samples/sample_000660.npz,train,36,44,10,26,4,8,0.05423959099152242,-25.25006376947226,237.11103187065663
sample_000661,samples/sample_000661.npz,train,13,29,29,40,11,15,0.0657706325932955,-7.467117954822507,87.08587785041291
sample_000662,samples/sample_000662.npz,train,44,55,10,16,2,7,0.006697112220399461,-5.780698707283486,48.17928262854397
sample_000663,samples/sample_000663.npz,train,24,34,25,32,16,19,0.04341575672334966,-0.7030412332604167,9.921595583114806
sample_000664,samples/sample_000664.npz,train,17,25,33,42,4,12,0.08403973311863938,-33.080591694148325,426.643841263027
sample_000665,samples/sample_000665.npz,train,33,39,8,20,9,17,0.06278752808661506,-6.351486103996144,91.54970663322261
sample_000666,samples/sample_000666.npz,train,21,28,43,50,4,11,0.07758057639452705,-22.02360400650298,301.33338523818827
sample_000667,samples/sample_000667.npz,train,49,55,16,20,11,17,0.07231700595197937,-1.5729956714155704,23.722865436661813
sample_000668,samples/sample_000668.npz,train,15,25,21,36,12,17,0.06454835079156006,-5.773851895805405,75.56372872350723
sample_000669,samples/sample_000669.npz,train,26,34,12,24,3,9,0.01957617848886127,-12.934195688567213,130.7684855159414
sample_000670,samples/sample_000670.npz,train,25,31,26,37,13,20,0.01884480069714719,-0.792944341287077,11.639067230437277
sample_000671,samples/sample_000671.npz,train,42,47,45,50,8,13,0.09805912240255839,-4.059982893857698,60.42916410864772
sample_000672,samples/sample_000672.npz,train,32,41,42,51,12,15,0.08253588419811173,-3.099484863716572,42.07556439687271
sample_000673,samples/sample_000673.npz,train,23,36,21,28,7,10,0.0761574448440128,-10.657378196333667,116.27171759376817
sample_000674,samples/sample_000674.npz,train,11,19,12,18,11,18,0.08986110209548144,-4.104737955756266,60.63361893873996
sample_000675,samples/sample_000675.npz,train,38,46,43,51,3,10,0.07004966571448806,-36.49596649773514,431.3089590242907
sample_000676,samples/sample_000676.npz,train,23,30,43,47,14,21,0.035516223465820895,-0.56150608671699,8.469321927290759
sample_000677,samples/sample_000677.npz,train,34,48,12,24,16,18,0.005540020144995351,-0.14681939150832407,1.908154890995461
sample_000678,samples/sample_000678.npz,train,42,52,20,26,14,21,0.0719895099236082,-2.3999990504702935,34.93660107120137
sample_000679,samples/sample_000679.npz,train,17,30,41,52,14,16,0.04411708930219734,-1.4095649558514245,18.126201711438284
sample_000680,samples/sample_000680.npz,train,41,51,28,36,9,15,0.014179875799194597,-1.4964870865368656,20.262703898550292
sample_000681,samples/sample_000681.npz,train,40,55,8,16,2,8,0.03515585220563886,-46.76446869392501,311.6883618973489
sample_000682,samples/sample_000682.npz,train,46,56,39,50,8,14,0.029170942751907066,-5.075952696824411,64.88128334915747
sample_000683,samples/sample_000683.npz,train,16,23,22,35,7,13,0.05940617895115008,-10.681626513640198,137.59880818152874
sample_000684,samples/sample_000684.npz,train,44,49,38,48,9,13,0.004960107844104166,-0.2662954999387546,3.711244824060635
sample_000685,samples/sample_000685.npz,train,40,53,14,19,15,23,0.06524321911197109,-2.1404887200634986,30.62693344594002
sample_000686,samples/sample_000686.npz,train,27,40,30,38,13,15,0.04989339299781281,-1.438564108630185,18.516644370933633
sample_000687,samples/sample_000687.npz,train,9,22,12,24,2,8,0.043844552807899055,-65.4065936238469,424.7226825191422
sample_000688,samples/sample_000688.npz,train,49,56,30,35,6,11,0.06470531710410202,-6.57200469572415,91.67042385135657
sample_000689,samples/sample_000689.npz,train,11,16,47,55,15,18,0.04097860104900441,-0.44869406680738877,6.533828347922713
sample_000690,samples/sample_000690.npz,train,45,55,10,21,6,14,0.07205384562820562,-22.368720120695272,282.17858082964534
sample_000691,samples/sample_000691.npz,train,38,54,18,23,7,11,0.03641666716020648,-5.276278267686132,54.86213868654472
sample_000692,samples/sample_000692.npz,train,21,36,43,51,6,9,0.03107373641778496,-7.398224935311964,68.92437548384422
sample_000693,samples/sample_000693.npz,train,10,23,24,37,13,19,0.09687173941940677,-9.236838340034145,121.14083168916856
sample_000694,samples/sample_000694.npz,train,39,47,15,29,15,17,0.08598472894857777,-1.7839364612112476,24.251939689121762
sample_000695,samples/sample_000695.npz,train,23,34,30,39,15,22,0.0638343875941173,-2.9397847922611113,41.93800656321874
sample_000696,samples/sample_000696.npz,train,43,48,44,55,11,17,0.04275065539723375,-2.003706959072209,28.912896855616662
sample_000697,samples/sample_000697.npz,train,12,24,25,40,2,4,0.05482532043864408,-56.87027361202236,262.17639309815127
sample_000698,samples/sample_000698.npz,train,19,34,44,56,4,7,0.03971716544434335,-24.212933282913664,166.35367588148696
sample_000699,samples/sample_000699.npz,train,18,34,42,51,4,12,0.09367727728369145,-67.21805266320327,617.5405153121965
sample_000700,samples/sample_000700.npz,train,13,27,40,48,16,18,0.004637995767599972,-0.08485372264564232,1.124588596772609
sample_000701,samples/sample_000701.npz,train,21,29,44,52,11,14,0.031134964089588237,-1.1530215935407793,15.884511800489252
sample_000702,samples/sample_000702.npz,train,37,52,38,49,3,11,0.07650724141827965,-83.2521269858598,674.518840642711
sample_000703,samples/sample_000703.npz,train,40,53,39,44,5,13,0.034234309756922036,-9.160417256592817,110.03207293400462
sample_000704,samples/sample_000704.npz,train,47,52,35,40,6,14,0.03694861707799004,-3.002675684193799,48.101574172408824
sample_000705,samples/sample_000705.npz,train,9,24,14,20,3,5,0.024387074529396223,-11.869528325824705,75.48507137740894
sample_000706,samples/sample_000706.npz,train,47,53,41,51,7,9,0.09243291586384605,-6.461593359907182,81.16655493520909
sample_000707,samples/sample_000707.npz,train,24,34,41,53,12,16,0.06528890196625312,-4.243818207538967,56.305643772273946
sample_000708,samples/sample_000708.npz,train,46,50,15,24,10,17,0.07344425984969595,-3.019065236674165,45.42787768930777
sample_000709,samples/sample_000709.npz,train,42,54,29,34,16,19,0.09354480215353,-1.3041671890181272,18.101809292317316
sample_000710,samples/sample_000710.npz,train,21,37,13,25,15,18,0.09678492984754004,-4.737274327629958,59.391944649447666
sample_000711,samples/sample_000711.npz,train,26,41,30,39,6,8,0.02784583262542098,-5.599827020492917,49.29979294189449
sample_000712,samples/sample_000712.npz,train,32,39,43,51,5,13,0.04275093329991407,-9.819029957459616,139.8445348457354
